timestamp,close,open,high,low,volume,rsi,adx,macd_hist,bb_upper,bb_lower,stoch_k,cci
2026-09-02 00:47:57.588282,27.46,27.46,27.46,27.46,28306.0,59.17412070060349,14.759141973462295,0.0022036433615769,27.497983049604446,27.2620169503956,80.65476190476235,126.39744467260545
2026-09-02 00:50:23.039911,27.46,27.46,27.46,27.46,28306.0,59.17412070060349,14.759141973462295,0.0022036433615769,27.497983049604446,27.2620169503956,80.65476190476235,126.39744467260545
2026-09-02 00:58:52.125124,27.46,27.46,27.46,27.46,28306.0,59.17412070060349,14.759141973462295,0.0022036433615769,27.497983049604446,27.2620169503956,80.65476190476235,126.39744467260545
2026-09-01 22:20:24.775526,27.46,27.46,27.46,27.46,28306.0,59.17412070060349,14.759141973462295,0.0022036433615769,27.497983049604446,27.2620169503956,80.65476190476235,126.39744467260545
2026-09-02 12:02:45.906795,26.78,26.82,26.88,26.68,41751.0,28.829537627001145,13.14943134456012,-0.0505551055260284,27.627975844702384,26.800024155297614,11.725040257648956,-165.72928383951393
2026-09-02 16:37:28.054177,26.88,26.88,26.88,26.88,12932.0,38.274027633826215,14.066451296552165,-0.0060746296305949,27.416448722762773,26.63155127723721,46.66666666666643,-62.12182331584707
2026-09-02 18:44:49.889186,26.88,26.88,26.88,26.88,12932.0,38.274027633826215,14.066451296552165,-0.0060746296305949,27.416448722762773,26.63155127723721,46.66666666666643,-62.12182331584707
2026-09-03 12:02:18.192543,26.86,26.88,26.9,26.86,4930.0,42.95776911523912,15.96085883178504,0.0165838473962034,26.95086549411555,26.765134505884443,43.333333333333066,30.391205948944265
2026-09-03 16:28:52.005514,26.52,26.52,26.52,26.52,4545.0,30.53878896653537,18.6906773752118,-0.02872165109783,27.068518931340098,26.55348106865988,13.978494623655976,-229.2714377820461
2026-09-03 18:42:07.247081,26.52,26.52,26.52,26.52,4545.0,30.53878896653537,18.6906773752118,-0.02872165109783,27.068518931340098,26.55348106865988,13.978494623655976,-229.2714377820461
2026-09-04 12:04:01.218319,26.62,26.64,26.64,26.6,3056.0,43.089924837506736,23.459555528002493,0.0054834017144849,26.954145872994538,26.439854127005447,51.2820512820516,-50.4115226337432
2026-09-04 16:24:41.245581,26.46,26.46,26.46,26.46,3642.0,39.304762028564696,28.903091755009275,-0.004504709488312,26.79848094603935,26.36551905396064,36.68261562998419,-99.58617007074992
2026-09-04 18:25:52.187499,26.46,26.46,26.46,26.46,3642.0,39.304762028564696,28.903091755009275,-0.004504709488312,26.79848094603935,26.36551905396064,36.68261562998419,-99.58617007074992
2026-09-07 13:25:38.014360,26.3,26.32,26.32,26.3,3200.0,39.52379262213613,26.17897545290516,0.0005280397573956,26.602577217471563,26.16542278252843,31.034482758620538,-57.84574468085111
2026-09-07 18:21:25.129097,26.3,26.3,26.3,26.3,4322.0,41.161579846073245,22.91217059723912,0.0156932617148661,26.54369347130468,26.162306528695314,48.14814814814808,-46.48862512363886
2026-09-07 19:11:27.117723,26.3,26.3,26.3,26.3,4322.0,41.161579846073245,22.91217059723912,0.0156932617148661,26.54369347130468,26.162306528695314,48.14814814814808,-46.48862512363886
2026-09-08 12:04:37.328787,26.5,26.58,26.58,26.5,18538.0,51.144939340017224,15.715371334335199,0.021687544525289072,26.709264789271774,26.138735210728218,47.916666666666906,55.0906555090677
